Day 6 | Day 5 | Name             | TS | W - L | Updated | Lifeforce
1086  | 1086  | BIBLIOTHEQUE     | 12  | 3 - 3 | Yes     | 4,467,171
1087  | 1087  | Lunaria          | 4  | 2 - 4 | Yes     | 4,463,552
1088  | 1088  | DreamKoi         | 7  | 2 - 4 | Yes     | 4,440,828
1089  | 1089  | Kukulkan         | 7  | 2 - 4 | Yes     | 4,413,610
1090  | 1090  | FauxAmis         | 4  | 3 - 3 | Yes     | 4,412,676
1091  | 1091  | Dystopia         | 5  | 2 - 4 | Yes     | 4,406,355
1092  | 1092  | Pandas           | 7  | 2 - 4 | Yes     | 4,396,643
1093  | 1093  | Toast            | 11  | 3 - 3 | Yes     | 4,394,397
1094  | 1094  | Unknown          | 5  | 2 - 4 | Yes     | 4,387,729
1095  | 1095  | Lovely           | 7  | 3 - 3 | Yes     | 4,336,502
1096  | 1096  | 루인바르             | 12  | 2 - 4 | Yes     | 4,334,005
1097  | 1097  | Fenrir           | 6  | 3 - 3 | Yes     | 4,315,175
1098  | 1098  | WitzEnd          | 7  | 2 - 4 | Yes     | 4,310,669
1099  | 1099  | Yakuza           | 5  | 2 - 4 | Yes     | 4,291,084
1100  | 1100  | Penguin          | 2  | 3 - 3 | Yes     | 4,252,514
1101  | 1101  | Arknight         | 1  | 2 - 4 | Yes     | 4,244,792
1102  | 1102  | Reveries         | 5  | 3 - 3 | Yes     | 4,238,618
1103  | 1103  | plitor           | 4  | 2 - 4 | Yes     | 4,238,464
1104  | 1104  | Squard           | 7  | 2 - 4 | Yes     | 4,235,262
1105  | 1105  | SINoMEX          | 8  | 3 - 3 | Yes     | 4,230,480
1106  | 1106  | SINOPOTO         | 2  | 3 - 3 | Yes     | 4,224,897
1107  | 1107  | ChaosLg          | 7  | 2 - 4 | Yes     | 4,202,205
1108  | 1108  | Skario           | 5  | 3 - 3 | Yes     | 4,197,310
1109  | 1109  | Rubrum           | 8  | 3 - 3 | Yes     | 4,186,122
1110  | 1110  | Midgard          | 5  | 2 - 4 | Yes     | 4,178,931
1111  | 1111  | Colours          | 13  | 3 - 3 | Yes     | 4,172,389
1112  | 1112  | AdreNALine       | 6  | 2 - 4 | Yes     | 4,167,355
1113  | 1113  | JuiceBox         | 8  | 2 - 4 | Yes     | 4,155,495
1114  | 1114  | Raven's          | 4  | 3 - 3 | Yes     | 4,146,595
1115  | 1115  | Lameroz          | 13  | 2 - 4 | Yes     | 4,145,385
1116  | 1116  | Lux-Moon         | 10  | 2 - 4 | Yes     | 4,137,587
1117  | 1117  | Yormn's          | 8  | 3 - 3 | Yes     | 4,132,856
1118  | 1118  | Solis            | 5  | 4 - 2 | Yes     | 4,121,116
1119  | 1119  | EvilDoer         | 11  | 3 - 3 | Yes     | 4,094,002
1120  | 1120  | Dragoonn         | 4  | 2 - 4 | Yes     | 4,090,096
1121  | 1121  | Nameless         | 11  | 2 - 4 | Yes     | 4,089,715
1122  | 1122  | NEWLIBRA         | 9  | 3 - 3 | Yes     | 4,074,881
1123  | 1123  | Seafoam          | 4  | 2 - 4 | Yes     | 4,045,691
1124  | 1124  | Nero=Vuoto       | 3  | 3 - 3 | Yes     | 4,045,539
1125  | 1125  | CruzRoja         | 9  | 2 - 4 | Yes     | 4,042,669
1126  | 1126  | SaccharineSweets | 3  | 3 - 3 | Yes     | 4,040,743
1127  | 1127  | NieR             | 3  | 3 - 3 | Yes     | 4,035,324
1128  | 1128  | Endless          | 10  | 2 - 4 | Yes     | 4,014,694
1129  | 1129  | TROLLoALICE      | 6  | 2 - 4 | Yes     | 4,013,795
1130  | 1130  | YoRHa            | 8  | 2 - 4 | Yes     | 3,970,809
1131  | 1131  | Nazarick         | 10  | 2 - 4 | Yes     | 3,968,646
1132  | 1132  | DragonStar       | 13  | 2 - 4 | Yes     | 3,946,290
1133  | 1133  | Bleach           | 1  | 2 - 4 | Yes     | 3,944,022
1134  | 1134  | Dust             | 11  | 2 - 4 | Yes     | 3,936,863
1135  | 1135  | GrimGrimoire[β]  | 13  | 3 - 3 | Yes     | 3,919,755
1136  | 1136  | ΣΟΑ              | 4  | 3 - 3 | Yes     | 3,894,114
1137  | 1137  | 셀레스티얼            | 12  | 3 - 3 | Yes     | 3,892,210
1138  | 1138  | UltraSomnia      | 9  | 2 - 4 | Yes     | 3,882,037
1139  | 1139  | Arcanum          | 13  | 2 - 4 | Yes     | 3,870,727
1140  | 1140  | PureOnes         | 3  | 3 - 3 | Yes     | 3,865,561
1141  | 1141  | Aesir            | 6  | 3 - 3 | Yes     | 3,860,756
1142  | 1142  | DragVanish       | 5  | 3 - 3 | Yes     | 3,857,150
1143  | 1143  | Try              | 12  | 2 - 4 | Yes     | 3,849,653
1144  | 1144  | Platinum         | 8  | 3 - 3 | Yes     | 3,831,547
1145  | 1145  | GáeBulg          | 9  | 2 - 4 | Yes     | 3,819,257
1146  | 1146  | UɴᴛɪʟDᴀᴡɴ        | 8  | 3 - 3 | Yes     | 3,818,152
1147  | 1147  | WaifLove         | 3  | 2 - 4 | Yes     | 3,815,329
1148  | 1148  | FringePhatoms    | 8  | 2 - 4 | Yes     | 3,810,387
1149  | 1149  | Slackers         | 4  | 2 - 4 | Yes     | 3,810,265
1150  | 1150  | Reformed         | 11  | 2 - 4 | Yes     | 3,790,017
1151  | 1151  | Watchers         | 5  | 3 - 3 | Yes     | 3,768,390
1152  | 1152  | 火の味              | 12  | 3 - 3 | Yes     | 3,735,621
1153  | 1153  | Stacia‘s•Gnade   | 4  | 2 - 4 | Yes     | 3,731,779
1154  | 1154  | 쟤보단내가낫지          | 12  | 1 - 5 | Yes     | 3,706,816
1155  | 1155  | Umbra            | 9  | 2 - 4 | Yes     | 3,702,421
1156  | 1156  | SlAckers         | 3  | 3 - 3 | Yes     | 3,697,735
1157  | 1157  | Reincarnation    | 7  | 2 - 4 | Yes     | 3,678,456
1158  | 1158  | 폭발은예술이다          | 12  | 3 - 3 | Yes     | 3,677,837
1159  | 1159  | Divas            | 5  | 3 - 3 | Yes     | 3,675,338
1160  | 1160  | Tsumi_no_bara    | 10  | 2 - 4 | Yes     | 3,671,502
1161  | 1161  | METANoIA         | 12  | 2 - 4 | Yes     | 3,662,810
1162  | 1162  | EMILIA           | 1  | 3 - 3 | Yes     | 3,651,371
1163  | 1163  | Eiscremerausch   | 3  | 3 - 3 | Yes     | 3,642,051
1164  | 1164  | SINergia         | 13  | 2 - 4 | Yes     | 3,609,806
1165  | 1165  | Nekomata         | 9  | 3 - 3 | Yes     | 3,591,855
1166  | 1166  | LSG              | 10  | 2 - 4 | Yes     | 3,576,546
1167  | 1167  | Cosmos           | 9  | 2 - 4 | Yes     | 3,571,059
1168  | 1168  | SaPE             | 5  | 2 - 4 | Yes     | 3,563,155
1169  | 1169  | 연인               | 13  | 2 - 4 | Yes     | 3,559,111
1170  | 1170  | Seiyuu           | 12  | 2 - 4 | Yes     | 3,548,368
1171  | 1171  | Fliedam          | 4  | 3 - 3 | Yes     | 3,538,754
1172  | 1172  | Arcadia          | 11  | 1 - 5 | Yes     | 3,537,105
1173  | 1173  | 7SinCult         | 8  | 2 - 4 | Yes     | 3,536,307
1174  | 1174  | CrimsonFlames    | 1  | 2 - 4 | Yes     | 3,535,569
1175  | 1175  | DayDream         | 4  | 2 - 4 | Yes     | 3,524,089
1176  | 1176  | floyd            | 7  | 3 - 3 | Yes     | 3,523,122
1177  | 1177  | Slackers         | 2  | 3 - 3 | Yes     | 3,516,263
1178  | 1178  | Yomi             | 1  | 2 - 4 | Yes     | 3,515,468
1179  | 1179  | Pandora          | 9  | 3 - 3 | Yes     | 3,512,552
1180  | 1180  | SINoPuppets.Arc  | 12  | 3 - 3 | Yes     | 3,508,279
1181  | 1181  | 커피앤도넛            | 11  | 3 - 3 | Yes     | 3,506,229
1182  | 1182  | Replicants       | 8  | 2 - 4 | Yes     | 3,474,456
1183  | 1183  | SINoFAMS         | 8  | 2 - 4 | Yes     | 3,469,453
1184  | 1184  | Étude            | 9  | 2 - 4 | Yes     | 3,464,606
1185  | 1185  | ^^)人(^^          | 12  | 2 - 4 | Yes     | 3,413,571
1186  | 1186  | ルシナ              | 3  | 3 - 3 | Yes     | 3,408,832
1187  | 1187  | OrgXIII          | 3  | 3 - 3 | Yes     | 3,407,224
1188  | 1188  | Kutubuku         | 12  | 2 - 4 | Yes     | 3,405,256
1189  | 1189  | EmilClones       | 10  | 2 - 4 | Yes     | 3,397,618
1190  | 1190  | SoulWar          | 5  | 2 - 4 | Yes     | 3,359,231
1191  | 1191  | Fallens          | 5  | 3 - 3 | Yes     | 3,355,110
1192  | 1192  | Dark_Knights     | 4  | 2 - 4 | Yes     | 3,340,103
1193  | 1193  | Luminalis        | 11  | 2 - 4 | Yes     | 3,336,578
1194  | 1194  | MarbleBlue       | 7  | 3 - 3 | Yes     | 3,330,750
1195  | 1195  | LunarTea         | 10  | 2 - 4 | Yes     | 3,329,513
1196  | 1196  | Alfamart         | 13  | 2 - 4 | Yes     | 3,317,166
1197  | 1197  | DemonSoul's      | 8  | 3 - 3 | Yes     | 3,314,549
1198  | 1198  | Eidrheim         | 6  | 3 - 3 | Yes     | 3,307,959
1199  | 1199  | F2P_Mini         | 2  | 2 - 4 | Yes     | 3,269,749
1200  | 1200  | [LIBRARY(｡•̀ᴗ-)] | 9  | 2 - 4 | Yes     | 3,269,682
1201  | 1201  | Tsunderes        | 10  | 2 - 4 | Yes     | 3,265,623
1202  | 1202  | Avalon           | 6  | 3 - 3 | Yes     | 3,261,330
1203  | 1203  | Asphyxia         | 13  | 1 - 5 | Yes     | 3,254,216
1204  | 1204  | Mochi            | 8  | 2 - 4 | Yes     | 3,245,868
1205  | 1205  | Prinny_Brigade   | 13  | 2 - 4 | Yes     | 3,241,226
1206  | 1206  | Ragnarok         | 8  | 2 - 4 | Yes     | 3,227,984
1207  | 1207  | RosaChinensis    | 7  | 2 - 4 | Yes     | 3,211,274
1208  | 1208  | IronMaids        | 9  | 2 - 4 | Yes     | 3,194,470
1209  | 1209  | TeaParty         | 5  | 2 - 4 | Yes     | 3,171,320
1210  | 1210  | animeirl         | 6  | 3 - 3 | Yes     | 3,162,841
1211  | 1211  | Punny            | 9  | 2 - 4 | Yes     | 3,158,495
1212  | 1212  | Сплюшки          | 3  | 3 - 3 | Yes     | 3,151,127
1213  | 1213  | Lesouper         | 4  | 2 - 4 | Yes     | 3,146,901
1214  | 1214  | Jellicle         | 7  | 2 - 4 | Yes     | 3,142,077
1215  | 1215  | Magius           | 8  | 2 - 4 | Yes     | 3,134,460
1216  | 1216  | L4L              | 7  | 2 - 4 | Yes     | 3,116,133
1217  | 1217  | [~Wicked~]       | 8  | 2 - 4 | Yes     | 3,112,531
1218  | 1218  | Yurei            | 10  | 3 - 3 | Yes     | 3,104,049
1219  | 1219  | Ahjin            | 10  | 3 - 3 | Yes     | 3,102,465
1220  | 1220  | soon™            | 1  | 2 - 4 | Yes     | 3,099,180
1221  | 1221  | DuoQBugs         | 10  | 1 - 5 | Yes     | 3,095,799
1222  | 1222  | Tato             | 7  | 2 - 4 | Yes     | 3,084,425
1223  | 1223  | Catharsis        | 5  | 3 - 3 | Yes     | 3,081,756
1224  | 1224  | EcchiLand        | 13  | 3 - 3 | Yes     | 3,074,064
1225  | 1225  | SINrne           | 5  | 3 - 3 | Yes     | 3,061,653
1226  | 1226  | Somnus           | 8  | 2 - 4 | Yes     | 3,060,257
1227  | 1227  | DaLads           | 4  | 3 - 3 | Yes     | 3,054,187
1228  | 1228  | Epitaph•         | 5  | 2 - 4 | Yes     | 3,042,652
1229  | 1229  | Closet           | 9  | 2 - 4 | Yes     | 3,037,885
1230  | 1230  | KoS              | 8  | 1 - 5 | Yes     | 3,021,188
1231  | 1231  | Insanity         | 3  | 3 - 3 | Yes     | 3,018,203
1232  | 1232  | Arendelle        | 6  | 2 - 4 | Yes     | 3,000,500
1233  | 1233  | Hyrule           | 7  | 3 - 3 | Yes     | 2,996,626
1234  | 1234  | DarkStar         | 6  | 2 - 4 | Yes     | 2,990,821
1235  | 1235  | Stellae          | 6  | 2 - 4 | Yes     | 2,965,577
1236  | 1236  | 얼음꽃              | 11  | 2 - 4 | Yes     | 2,956,107
1237  | 1237  | Eros             | 2  | 2 - 4 | Yes     | 2,935,041
1238  | 1238  | NieSect          | 10  | 2 - 4 | Yes     | 2,922,523
1239  | 1239  | Nacht            | 12  | 2 - 4 | Yes     | 2,908,244
1240  | 1240  | TheCrew          | 5  | 2 - 4 | Yes     | 2,891,382
1241  | 1241  | MrWolf.Co        | 6  | 3 - 3 | Yes     | 2,890,529
1242  | 1242  | HOTLOADS         | 1  | 2 - 4 | Yes     | 2,880,386
1243  | 1243  | Ardent           | 4  | 3 - 3 | Yes     | 2,871,856
1244  | 1244  | BluBirds         | 9  | 2 - 4 | Yes     | 2,854,847
1245  | 1245  | RedRose          | 1  | 2 - 4 | Yes     | 2,848,168
1246  | 1246  | Bunbuns          | 8  | 2 - 4 | Yes     | 2,834,916
1247  | 1247  | MopTales         | 5  | 2 - 4 | Yes     | 2,806,498
1248  | 1248  | YoRHa:1.2247448  | 4  | 2 - 4 | Yes     | 2,799,736
1249  | 1249  | NullSection      | 9  | 2 - 4 | Yes     | 2,797,330
1250  | 1250  | Trishula         | 8  | 2 - 4 | Yes     | 2,795,163
1251  | 1251  | Automata         | 8  | 2 - 4 | Yes     | 2,790,348
1252  | 1252  | SINful           | 13  | 2 - 4 | Yes     | 2,773,111
1253  | 1253  | E7ernalShadow    | 6  | 2 - 4 | Yes     | 2,772,348
1254  | 1254  | Grimoire         | 6  | 2 - 4 | Yes     | 2,770,662
1255  | 1255  | Oops             | 5  | 3 - 3 | Yes     | 2,767,563
1256  | 1256  | TYBG             | 7  | 2 - 4 | Yes     | 2,761,757
1257  | 1257  | SharkNTS         | 5  | 2 - 4 | Yes     | 2,743,810
1258  | 1258  | Insanity         | 13  | 2 - 4 | Yes     | 2,721,909
1259  | 1259  | Puppets          | 3  | 2 - 4 | Yes     | 2,710,242
1260  | 1260  | YoRHa            | 3  | 2 - 4 | Yes     | 2,705,513
1261  | 1261  | Desparia         | 9  | 2 - 4 | Yes     | 2,704,977
1262  | 1262  | Casuals          | 6  | 2 - 4 | Yes     | 2,678,387
1263  | 1263  | gaydoris         | 3  | 2 - 4 | Yes     | 2,662,019
1264  | 1264  | Oniriums         | 6  | 2 - 4 | Yes     | 2,643,941
1265  | 1265  | Talisman         | 3  | 3 - 3 | Yes     | 2,635,738
1266  | 1266  | AiWS             | 4  | 2 - 4 | Yes     | 2,633,772
1267  | 1267  | 잔혹동화             | 9  | 2 - 4 | Yes     | 2,625,169
1268  | 1268  | Cheshire         | 7  | 2 - 4 | Yes     | 2,620,351
1269  | 1269  | NoTales          | 12  | 2 - 4 | Yes     | 2,609,739
1270  | 1270  | Tiamat           | 2  | 2 - 4 | Yes     | 2,604,537
1271  | 1271  | Arbiters         | 3  | 2 - 4 | Yes     | 2,602,401
1272  | 1272  | BlueDrag         | 4  | 2 - 4 | Yes     | 2,594,836
1273  | 1273  | AROOOGA          | 4  | 2 - 4 | Yes     | 2,591,286
1274  | 1274  | Hades            | 5  | 2 - 4 | Yes     | 2,586,150
1275  | 1275  | LapinSot         | 3  | 3 - 3 | Yes     | 2,583,032
1276  | 1276  | SlowLife         | 12  | 2 - 4 | Yes     | 2,538,200
1277  | 1277  | CelestialDemons  | 1  | 2 - 4 | Yes     | 2,514,394
1278  | 1278  | Saintles         | 6  | 2 - 4 | Yes     | 2,511,079
1279  | 1279  | D.M.C            | 13  | 2 - 4 | Yes     | 2,497,147
1280  | 1280  | SkyIndo          | 13  | 2 - 4 | Yes     | 2,491,761
1281  | 1281  | Flemme           | 5  | 2 - 4 | Yes     | 2,483,604
1282  | 1282  | Nod              | 10  | 2 - 4 | Yes     | 2,457,084
1283  | 1283  | Druffis          | 5  | 2 - 4 | Yes     | 2,455,607
1284  | 1284  | Royal            | 7  | 2 - 4 | Yes     | 2,441,091
1285  | 1285  | NieR             | 5  | 3 - 3 | Yes     | 2,424,904
1286  | 1286  | 탐욕의장             | 12  | 2 - 4 | Yes     | 2,404,930
1287  | 1287  | Pandora          | 4  | 2 - 4 | Yes     | 2,401,198
1288  | 1288  | Star-Alliance    | 5  | 2 - 4 | Yes     | 2,400,469
1289  | 1289  | Vanzyrk          | 9  | 1 - 5 | Yes     | 2,390,218
1290  | 1290  | Euthalia         | 8  | 2 - 4 | Yes     | 2,383,981
1291  | 1291  | LOFM             | 6  | 2 - 4 | Yes     | 2,377,355
1292  | 1292  | DungeonNap       | 10  | 2 - 4 | Yes     | 2,371,443
1293  | 1293  | Dankness         | 5  | 2 - 4 | Yes     | 2,364,190
1294  | 1294  | Shining          | 3  | 3 - 3 | Yes     | 2,359,146
1295  | 1295  | ¿ApplE?          | 13  | 2 - 4 | Yes     | 2,351,764
1296  | 1296  | Seraphic_Chaos   | 4  | 1 - 5 | Yes     | 2,335,233
1297  | 1297  | Betelgeuse       | 5  | 2 - 4 | Yes     | 2,319,874
1298  | 1298  | ClstGato         | 6  | 2 - 4 | Yes     | 2,318,186
1299  | 1299  | -YoRHa-          | 9  | 1 - 5 | Yes     | 2,301,103
1300  | 1300  | ☆707☆            | 2  | 2 - 4 | Yes     | 2,300,780
1301  | 1301  | TectonesGuild    | 10  | 2 - 4 | Yes     | 2,294,944
1302  | 1302  | Narrators        | 1  | 2 - 4 | Yes     | 2,293,553
1303  | 1303  | Neptune’sDevout  | 8  | 2 - 4 | Yes     | 2,279,882
1304  | 1304  | LlewxaM          | 7  | 2 - 4 | Yes     | 2,279,581
1305  | 1305  | Azurite          | 9  | 2 - 4 | Yes     | 2,269,346
1306  | 1306  | Gaymers          | 4  | 2 - 4 | Yes     | 2,264,371
1307  | 1307  | Orders           | 3  | 2 - 4 | Yes     | 2,250,945
1308  | 1308  | Rebirth          | 10  | 2 - 4 | Yes     | 2,249,284
1309  | 1309  | PlayCat          | 13  | 2 - 4 | Yes     | 2,236,815
1310  | 1310  | Spark            | 5  | 2 - 4 | Yes     | 2,218,584
1311  | 1311  | 밥심               | 11  | 2 - 4 | Yes     | 2,198,443
1312  | 1312  | Eorzea           | 7  | 2 - 4 | Yes     | 2,175,598
1313  | 1313  | Bakarina         | 3  | 2 - 4 | Yes     | 2,169,592
1314  | 1314  | DosaElis         | 12  | 2 - 4 | Yes     | 2,167,941
1315  | 1315  | All-Icers        | 5  | 2 - 4 | Yes     | 2,164,236
1316  | 1316  | Tokugawa's       | 6  | 2 - 4 | Yes     | 2,162,731
1317  | 1317  | Valhalla         | 11  | 1 - 5 | Yes     | 2,149,131
1318  | 1318  | Agartha          | 12  | 2 - 4 | Yes     | 2,106,209
1319  | 1319  | Casuals          | 12  | 1 - 5 | Yes     | 2,103,926
1320  | 1320  | MementoMori      | 6  | 2 - 4 | Yes     | 2,085,371
1321  | 1321  | Altria           | 3  | 3 - 3 | Yes     | 2,081,006
1322  | 1322  | Adam             | 5  | 2 - 4 | Yes     | 2,068,279
1323  | 1323  | Pandemonium      | 4  | 2 - 4 | Yes     | 2,067,799
1324  | 1324  | Moostrax         | 4  | 1 - 5 | Yes     | 2,046,110
1325  | 1325  | Adastra          | 1  | 2 - 4 | Yes     | 1,967,377
1326  | 1326  | Thanatos         | 9  | 2 - 4 | Yes     | 1,963,567
1327  | 1327  | Wndrlnd          | 5  | 2 - 4 | Yes     | 1,932,142
1328  | 1328  | bigbeefy         | 3  | 2 - 4 | Yes     | 1,908,517
1329  | 1329  | Arcadia          | 3  | 2 - 4 | Yes     | 1,894,990
1330  | 1330  | CAHP             | 11  | 1 - 5 | Yes     | 1,875,282
1331  | 1331  | Hellothr         | 6  | 1 - 5 | Yes     | 1,857,095
1332  | 1332  | Chesire          | 8  | 1 - 5 | Yes     | 1,847,009
1333  | 1333  | Leagu3ofNON3     | 4  | 2 - 4 | Yes     | 1,830,401
1334  | 1334  | Choco            | 8  | 1 - 5 | Yes     | 1,815,319
1335  | 1335  | 컴파스              | 12  | 1 - 5 | Yes     | 1,807,735
1336  | 1336  | Nihilium         | 4  | 1 - 5 | Yes     | 1,771,123
1337  | 1337  | KupoClub         | 11  | 2 - 4 | Yes     | 1,742,838
1338  | 1338  | SINoKCB          | 7  | 2 - 4 | Yes     | 1,731,066
1339  | 1339  | ImaSleep         | 9  | 2 - 4 | Yes     | 1,702,638
1340  | 1340  | Amaïaa           | 3  | 2 - 4 | Yes     | 1,656,454
1341  | 1341  | Illusive         | 1  | 1 - 5 | Yes     | 1,602,274
1342  | 1342  | OverFlag         | 7  | 2 - 4 | Yes     | 1,601,231
1343  | 1343  | Mylar            | 5  | 1 - 5 | Yes     | 1,597,925
1344  | 1344  | Ye               | 5  | 2 - 4 | Yes     | 1,592,909
1345  | 1345  | Gestalts         | 8  | 1 - 5 | Yes     | 1,588,185
1346  | 1346  | DailyDrivers     | 6  | 2 - 4 | Yes     | 1,577,603
1347  | 1347  | Zetsubou         | 5  | 2 - 4 | Yes     | 1,533,310
1348  | 1348  | K-on             | 5  | 2 - 4 | Yes     | 1,513,303
1349  | 1349  | NewDawn          | 3  | 2 - 4 | Yes     | 1,495,957
1350  | 1350  | Ebila            | 9  | 1 - 5 | Yes     | 1,446,744
1351  | 1351  | PrincesDestroyer | 7  | 1 - 5 | Yes     | 1,413,424
1352  | 1352  | Vanguard         | 9  | 1 - 5 | Yes     | 1,378,286
1353  | 1353  | Penumbra         | 1  | 1 - 5 | Yes     | 1,349,097
1354  | 1354  | WaifuCollectors  | 3  | 2 - 4 | Yes     | 1,330,633
1355  | 1355  | Kugane           | 12  | 1 - 5 | Yes     | 1,324,653
1356  | 1356  | Liddell          | 12  | 1 - 5 | Yes     | 1,319,828
1357  | 1357  | SoS              | 5  | 1 - 5 | Yes     | 1,298,783
1358  | 1358  | JuraTempest      | 9  | 2 - 4 | Yes     | 1,223,795
1359  | 1359  | Grimm            | 10  | 1 - 5 | Yes     | 1,223,109
1360  | 1360  | Arata            | 7  | 1 - 5 | Yes     | 1,203,204
1361  | 1361  | Pusheen          | 8  | 1 - 5 | Yes     | 1,137,505
1362  | 1362  | YoRHa            | 9  | 1 - 5 | Yes     | 1,081,731
1363  | 1363  | Seirei           | 3  | 1 - 5 | Yes     | 1,033,375
1364  | 1364  | Symphogear!!     | 5  | 1 - 5 | Yes     | 1,027,348
1365  | 1365  | 잔혹동화출판사          | 11  | 1 - 5 | Yes     | 1,005,764
1366  | 1366  | SHADOW           | 5  | 1 - 5 | Yes     | 999,403
1367  | 1367  | Quills           | 4  | 1 - 5 | Yes     | 969,413
1368  | 1368  | TheArk           | 10  | 1 - 5 | Yes     | 956,747
1369  | 1369  | Arc°Nights       | 10  | 1 - 5 | Yes     | 872,397
1370  | 1370  | Talia            | 3  | 1 - 5 | Yes     | 847,804
1371  | 1371  | ۝Author۝         | 7  | 1 - 5 | Yes     | 813,617
1372  | 1372  | TeamSimpMid      | 6  | 1 - 5 | Yes     | 746,828
1373  | 1373  | DragNir          | 5  | 1 - 5 | Yes     | 714,655
1374  | 1374  | Rabbit           | 3  | 1 - 5 | Yes     | 632,013
1375  | 1375  | Redlily          | 5  | 1 - 5 | Yes     | 597,886
1376  | 1376  | TBD              | 11  | 1 - 5 | Yes     | 550,073
1377  | 1377  | 조용조용             | 13  | 1 - 5 | Yes     | 522,064
1378  | 1378  | 길드명추천받습니다        | 13  | 0 - 6 | Yes     | 368,822
1379  | 1379  | Adamas           | 2  | 0 - 6 | Yes     | 341,051
1380  | 1380  | Infernum         | 8  | 0 - 6 | Yes     | 334,758
1381  | 1381  | Ingary           | 3  | 1 - 5 | Yes     | 145,832
1382  | 1382  | LoneWolf         | 1  | 0 - 6 | Yes     | 139,119
1383  | 1383  | 백일몽              | 9  | 0 - 6 | Yes     | 126,746
1384  | 1384  | 천상지유             | 12  | 0 - 6 | Yes     | 116,724
1385  | 1385  | AFKguild         | 4  | 0 - 6 | Yes     | 109,745
1386  | 1386  | SaltGang         | 7  | 0 - 6 | Yes     | 107,012
1387  | 1387  | FuryCats         | 2  | 0 - 6 | Yes     | 79,958
1388  | 1388  | YNotGuild        | 8  | 0 - 6 | Yes     | 62,484
1389  | 1389  | 육식동물원            | 6  | 0 - 6 | Yes     | 62,370
1390  | 1390  | Fables           | 3  | 0 - 6 | Yes     | 54,292
1391  | 1391  | Nohr             | 10  | 0 - 6 | Yes     | 39,470
1392  | 1392  | Nuwbieez         | 1  | 0 - 6 | Yes     | 31,353
1393  | 1393  | Perseverance     | 13  | 0 - 6 | Yes     | 29,439
1394  | 1394  | Atrium           | 5  | 0 - 6 | Yes     | 23,266
1395  | 1395  | Kuuhaku          | 9  | 0 - 6 | Yes     | 16,756
1396  | 1396  | Ventura          | 5  | 0 - 6 | Yes     | 9,123
1397  | 1397  | Lounge           | 13  | 0 - 6 | Yes     | 5,286
1398  | 1398  | Creamed          | 13  | 0 - 6 | Yes     | 3,119
1399  | 1399  | 데덴네              | 11  | 0 - 6 | Yes     | 0
